The system provides many pre-defined roles. You can add new roles to set finer permissions.,View call log,
The total number of user document types limit has been crossed.,Violet,
The user from this field will be rewarded points,Virtual DocType {} requires overriding an instance method called {} found {},
The value you pasted was {0} characters long. Max allowed characters is {1}.,Visit Web Page,
The webhook will be triggered if this expression is true,Voice,
The {0} is already on auto repeat {1},Voucher,
Theme,Voucher Name,
Theme Changed,Voucher No,
Theme Configuration,Voucher No is mandatory,
Theme URL,Voucher Qty,
There are documents which have workflow states that do not exist in this Workflow. It is recommended that you add these states to the Workflow and change their states before removing these states.,Voucher-wise Balance,
There are no upcoming events for you.,Wages,
"There are no {0} for this {1}, why don't you start one!",Waiting for payment...,
There are {0} with the same filters already in the queue:,Warehouse,
There can be only 9 Page Break fields in a Web Form,Warehouse Contact Info,
There can be only one Fold in a form,Warehouse Detail,
There is an error in your Address Template {0},Warehouse Type,
There is no data to be exported,Warehouse cannot be deleted as a stock ledger entry exists for this warehouse.,
There is nothing new to show you right now.,Warehouse cannot be changed for Serial No.,
There is some problem with the file url: {0},Warehouse is mandatory,
There is {0} with the same filters already in the queue:,Warehouse not found against the account {0},
There must be atleast one permission rule.,Warehouse required for stock Item {0},
There was an error building this page,Warehouse {0} does not belong to Company {1}.,
There was an error saving filters,Warehouse {0} is not allowed for Sales Order {1}; it should be {2},
There were errors,Warehouses with child nodes cannot be converted to ledger,
There were errors while creating the document. Please try again.,Warehouses with existing transactions cannot be converted to group.,
There were errors while sending email. Please try again.,Warehouses with existing transactions cannot be converted to ledger.,
"There were some errors setting the name, please contact the administrator",Warn POs,
These announcements will appear inside a dismissible alert below the Navbar.,Warn RFQs,
These settings are required if 'Custom' LDAP Directory is used,Warn for new Request for Quotations,
These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,Warning,
Third Party Apps,Warning - Row {0}: Billing Hours are more than Actual Hours,
Third Party Authentication,Warning on Negative Stock,
This Currency is disabled. Enable to use in transactions,Warning: Another {0} # {1} exists against stock entry {2},
This Doctype does not contain latitude and longitude fields,Warning: DATA LOSS IMMINENT! Proceeding will permanently delete the following database columns from doctype {0}:,
This Doctype does not contain location fields,Warning: Insufficient leave balance for Leave Type {0} in this allocation.,
This Kanban Board will be private,Warning: Material Requested Qty is less than Minimum Order Qty,
This Month,Warning: Naming is not set,
This Quarter,Warning: Updating counter may lead to document name conflicts if not done properly,
This Week,Warranty / AMC Status,
This Year,Warranty Expiry Date,
This action is irreversible. Do you wish to continue?,Warranty Period (Days),
This action is only allowed for {},Warranty Period (in days),
This cannot be undone,We do not allow editing of this document. Simply click the Edit button on the workspace page to make your workspace editable and customise it as you wish.,
This card will be available to all Users if this is set,We have received a request for deletion of {0} data associated with: {1},
This chart will be available to all Users if this is set,We have received a request from you to download your {0} data associated with: {1},
This doctype has no orphan fields to trim,Weak,
"This doctype has pending migrations, run 'bench migrate' before modifying the doctype to avoid losing changes.",Web Form,
This document can not be deleted right now as it's being modified by another user. Please try again after some time.,Web Form Field,
This document cannot be reverted,Web Form Fields,
This document has been modified after the email was sent.,Web Form List Column,
This document has been reverted,Web Page,
This document has unsaved changes which might not appear in final PDF. <br> Consider saving the document before printing.,Web Page Block,
"This document is already amended, you cannot ammend it again",Web Page URL,
This document is currently locked and queued for execution. Please try again after some time.,Web Page View,
This email is autogenerated,Web Template Field,
"This feature can not be used as dependencies are missing.
				Please contact your system manager to enable this by installing pycups!",Webhook Data,
This feature is brand new and still experimental,Webhook Header,
"This field will appear only if the fieldname defined here has value OR the rules are true (examples):
myfield
eval:doc.myfield=='My Value'
eval:doc.age&gt;18",Webhook Secret,
This file is attached to a protected document and cannot be deleted.,Webhook Security,
This file is public. It can be accessed without authentication.,Webhook Trigger,
This form has been modified after you have loaded it,Website,
This form is not editable due to a Workflow.,Website Analytics,
This format is used if country specific format is not found,Website Attribute,
This geolocation provider is not supported yet.,Website Description,
This goes above the slideshow.,Website Filter Field,
This is a background report. Please set the appropriate filters and then generate a new one.,Website Item Group,
This is a top-10 common password.,Website Slideshow Item,
This is a top-100 common password.,Website Specifications,
This is a very common password.,Website Theme,
This is a virtual doctype and data is cleared periodically.,Website Theme Ignore App,
This is an automatically generated reply,Website Theme Image,
This is an example Google SERP Preview.,Welcome URL,
This is similar to a commonly used password.,"""When enabled, this will allow guests to upload files to your application. You can enable this if you wish to collect files from users without having them log in, for example, in job applications web form.""",
This is the number of the last created transaction with this prefix,"""When sending a document using email, store the PDF on Communication. Warning: This can increase your storage usage.""",
This link has already been activated for verification.,"""When uploading files, force the use of the web-based image capture. If this is unchecked, the default behaviour is to use the mobile native camera when use from a mobile is detected.""",
This link is invalid or expired. Please make sure you have pasted correctly.,"""When you amend a document after cancelling and saving it, it will get a new number that is a version of the old number.""",
This may get printed on multiple pages,Whereas allocation for Compensatory Leaves is automatically created or updated on submission of Compensatory Leave Request.,
This month,"""While creating an account for Child Company {0}, parent account {1} found as a ledger account.""",
This newsletter is scheduled to be sent on {0},"""While creating an account for Child Company {0}, parent account {1} not found. Please create the parent account in the corresponding COA.""",
This newsletter was scheduled to send on a later date. Are you sure you want to send it now?,"""While making a Purchase Invoice from Purchase Order, use Exchange Rate on Invoice's transaction date rather than inheriting it from Purchase Order. Only applies for Purchase Invoice.""",
"This report contains {0} rows and is too big to display in browser, you can {1} this report instead.",Why is this Candidate Qualified for this Position?,
This report was generated on {0},Widowed,
This report was generated {0}.,Width,
This request has not yet been approved by the user.,Width (cm),
"This site is in read only mode, full functionality will be restored soon.",Withdrawal,
This site is running in developer mode. Any change made here will be updated in code.,Withheld,
This software is built on top of many open source packages.,Work Anniversaries,
This title will be used as the title of the webpage as well as in meta tags,Work Done,
This value is fetched from {0}'s {1} field,Work Experience Calculation Method,
"This will be automatically generated when you publish the page, you can also enter a route yourself if you wish",Work In Progress,
This will be shown in a modal after routing,Work In Progress Warehouse,
